ID,Name,Sentence,Label,LengthWords,LengthChars
viki-831,Prague,"The typical dish of Prague is the Gulasch,hlavní chod,polévka,-Beef steak tartare -Kulajda -Wiener sausages -Svickova -Roast duck -Schnitzel with potato salad -Fried cheese-Fruit dumplings -Kolache -Buchty",0,26,205
wiki-915,Rhine,"The Rhine and the Danube formed most of the northern inland frontier of the Roman Empire and, since those days, the Rhine has been a vital and navigable waterway carrying trade and goods deep inland.",1,35,199
wiki-493,Barbados,"It is  in length and up to  in width, covering an area of .",1,14,59
wiki-1632,Artificial intelligence,"(and by 1959 were reportedly playing better than the average human), solving word problems in algebra, proving logical theorems  (Logic Theorist, first run c. 1956) and speaking English.",1,28,186
wiki-635,PewDiePie,"Kjellberg later uploaded a short video apologising for the language he used during the live-stream, expressing ""I'm disappointed in myself because it seems like I've learned nothing from all these past controversies, using the slur was not okay.",1,38,245
wiki-1702,Violin,"This trend accelerated in the late 1960s, with a significant revival of the use of strings, especially in soul music.",1,20,117
wiki-873,Netherlands,"The Dukes of Burgundy, who ruled the Low Countries in the 15th century, used the term les pays de par deçà  (~ the lands over here) for the Low Countries as opposed to les pays de par delà  (~ the lands over there) for their original homeland: Burgundy in present-day east-central France.",1,52,288
wiki-472,Oxygen,"Scheele had also dispatched a letter to Lavoisier on September 30, 1774, which described his discovery of the previously unknown substance, but Lavoisier never acknowledged receiving it.",1,27,186
wiki-852,Sherman's March to the Sea,He served in this capacity past the fall of Atlanta to the end of the war.,1,16,74
wiki-832,The Raven,Poe may also have been drawing upon various references to ravens in mythology and folklore.,1,15,91
wiki-835,Nintendo Entertainment System,The original NES controller has become one of the most recognizable symbols of the console.,1,15,91
wiki-950,Frank Lloyd Wright,"Robert Llwellyn Wright  (1903-1986) was an attorney for whom Wright designed a house in Bethesda, Maryland.",1,16,107
wiki-1044,Nazi Germany,The treaty required the regime to honour the independence of Catholic institutions and prohibited clergy from involvement in politics.,1,19,134
wiki-1296,Spanish language,Exceptions to those rules are indicated by an acute accent mark over the vowel of the stressed syllable.,1,18,104
wiki-1682,Immaculate Conception,"The Roman Catholic tradition has a well-established philosophy for the study of the Immaculate Conception and the veneration of the Blessed Virgin Mary in the field of Mariology, with Pontifical schools such as the Marianum specifically devoted to this.",1,39,253
wiki-74,Indigenous Australians,A third suggestion is that the outbreak was caused by contact with members of the First Fleet.,1,17,94
wiki-522,Baltic Sea,"1992 Convention   In the light of political changes and developments in international environmental and maritime law, a new convention was signed in 1992 by all the states bordering on the Baltic Sea, and the European Community.",1,36,228
wiki-210,RMS Titanic,"Later that day, confirmation came through that Titanic had been lost and that most of her passengers and crew had died.",1,21,119
wiki-505,Nauru,"The inter-governmental Financial Action Task Force on Money Laundering  (FATF) identified Nauru as one of 15 ""non-cooperative"" countries in its fight against money laundering.",1,24,175
wiki-1347,Lord Byron,"Byron's body was embalmed, but the Greeks wanted some part of their hero to stay with them.",1,17,91
wiki-578,Reptile,Higher energetic capacity might have been responsible for the evolution of warm-bloodedness in birds and mammals.,1,16,113
wiki-172,Art,"In conceptual art, Marcel Duchamp's ""Fountain"" is among the first examples of pieces wherein the artist used found objects  (""ready-made"") and exercised no traditionally recognised set of skills.",1,28,195
wiki-964,Great Pyramid of Giza,"In the north and south walls of the Queen's Chamber there are shafts, which, unlike those in the King's Chamber that immediately slope upwards  (see below), are horizontal for around  before sloping upwards.",1,33,207
wiki-865,Leaning Tower of Pisa,They stated that it would be stable for at least 200 years.,1,12,59
wiki-887,Isle of Man,"Manufacturing, focused on aerospace and the food and drink industry, employs almost 2000 workers and contributes with about 5% of gross domestic product  (GDP).",1,24,160
wiki-955,Alabama,The ATP Birmingham was a World Championship Tennis tournament held from 1973 to 1980.,1,14,85
wiki-1631,Elephant,"When detecting seismic signals, the animals lean forward and put more weight on their larger front feet; this is known as the ""freezing behaviour"".",1,24,147
wiki-297,Germany,The German government sees development policy as a joint responsibility of the international community.,1,14,103
wiki-1186,Great Expectations,"The theme of homecoming reflects events in Dickens's life, several years prior to the publication of Great Expectations.",1,18,120
wiki-603,Walter Pyramid,"The Walter Pyramid was also home to the Long Beach Stingrays, a women's professional basketball team of the now-defunct American Basketball League for a time in 1997 and 1998.",1,29,175
wiki-331,Nelson Mandela,"In early 1947, his three years of articles ended at Witkin, Sidelsky and Eidelman, and he decided to become a full-time student, subsisting on loans from the Bantu Welfare Trust.",1,30,178
wiki-1444,Tarbosaurus,"He concluded that it belonged to the genus Tyrannosaurus, as originally published by Maleev, and lumped all the specimens into the species Tyrannosaurus bataar except the remains that Maleev had named Gorgosaurus novojilovi.",1,33,224
wiki-273,Anne Frank,A Dutch court ordered city officials and conservationists to explore alternatives and come to a solution.,1,16,105
wiki-132,Marseille,"To the west of Marseille is the former artists' colony of l'Estaque; farther west are the Côte Bleue, the Gulf of Lion and the Camargue region in the Rhône delta.",1,30,162
wiki-425,Roman Empire,"Imperially authorized persecutions were limited and sporadic, with martyrdoms occurring most often under the authority of local officials.",1,18,138
viki-705,Macbeth,"Macbeth was made into a movie in the 1940s starring Orson Welles, and the play has been televised many times.",0,20,109
wiki-1374,Euripides,"In this instance, not only is Euripides using irony for foreshadow, but for a comedic effect as well—something few tragedians did.",1,21,130
wiki-243,Roald Dahl,"Works such as Kiss Kiss subsequently collected Dahl's stories into anthologies, and gained significant popularity.",1,15,114
wiki-1347,Lord Byron,"On 16 July, Byron left Genoa, arriving at Kefalonia in the Ionian Islands on 4 August.",1,16,86
wiki-730,Rosa Parks,"Her case became bogged down in the state courts, but the federal Montgomery bus lawsuit Browder v. Gayle succeeded in November 1956.",1,22,132
wiki-823,Gdańsk,Museum and library dedicated to the history of the Solidarity movement.,1,11,71
wiki-444,Belfast,Donegall Quay was built out into the river as the harbour was developed further and trade flourished.,1,17,101
wiki-325,Buenos Aires,"*Kavanagh building is located at 1065 Florida St. in the barrio of Retiro, overlooking Plaza San Martín.",1,17,104
wiki-1167,The Hague,"Den Haag Sculptuur is an open-air exhibition of sculptures; the 10th such event, in 2007, celebrated the 400 years of the relationship between the Netherlands and Australia.",1,27,173
wiki-500,Soft drink,"From 2009 to 2014 consumption dropped over 4% per year in Greece, Romania, Portugal, and Croatia  (putting these countries at between 34.7 and 51.0 liters per year).",1,27,165
wiki-1342,Harriet Tubman,A Harriet Tubman Memorial Library was opened nearby in 1979.,1,10,60
wiki-454,Tram,"and I know the old Toronto city well, There's a whole lotta people who wait along the track, For the signal from my clangin trolley bell..."".",1,26,141
viki-197,Holland,"A polder is a former lake, sea or swamp turned into land.",0,12,57
wiki-58,Louvre,"The holdings are displayed in the Pavillon de Flore; due to the fragility of the paper medium, only a portion are displayed at one time.",1,25,136
viki-621,Carl_Friedrich_Gauss,The first is when he had the age of 3 years.,0,11,44
wiki-1369,Eid al-Fitr,"Muslims believe that they are commanded by God, as mentioned in the Quran, to continue their fast until the last day of Ramadan and pay the Zakat al-Fitr before offering the Eid prayers.",1,33,186
wiki-515,The Nutcracker,I's  : violin II's  : violas  : violoncellos  : double basses   Musical scenes    From the Imperial Ballet's 1892 program   Titles of all of the numbers listed here come from Marius Petipa's original scenario as well as the original libretto and programs of the first production of 1892.,1,47,287
viki-1664,France," France  France  Official languagesCapital  643,801 km2Republic, executive power (President of the Republic)  France, or French Republic (French: République française) is a country located in the west of Europe.",0,28,211
